"År";"Periode";"Tjenesteområde";"Aktører";"Bostedsregion";"Antall pasienter";"Antall pasienter i døgnbehandling";"Antall oppholdsdøgn";"Antall kontakter i poliklinikk";"FLAGG"
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"39385";"5430";"222761";"486009";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"26745";"3539";"115543";"305988";""
"2025";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"19467";"3042";"110788";"238364";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"105701";"12975";"336306";"695667";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"59768";"7151";"185076";"400040";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"20586";"2697";"74430";"135617";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"14930";"1671";"39499";"91802";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"10609";"1477";"37301";"68208";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"29247";"0";"0";"217154";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"18462";"0";"0";"148187";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"6312";"0";"0";"39167";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"2694";"0";"0";"16756";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"1811";"0";"0";"13044";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"132186";"12975";"336306";"912821";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"76566";"7151";"185076";"548227";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"26222";"2697";"74430";"174784";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"17365";"1671";"39499";"108558";""
"2026";"januar-april";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"12260";"1477";"37301";"81252";""
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"";"";"";"";".."
"2026";"januar-august";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Landet";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Sør-Øst";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Vest";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Midt-Norge";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Offentlige helseforetak og private institusjoner";"Region Nord";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Landet";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Sør-Øst";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Vest";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Midt-Norge";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Avtalespesialister";"Region Nord";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Landet";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Sør-Øst";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Vest";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Midt-Norge";"";"";"";"";".."
"2026";"hele året";"PHV-Psykisk helsevern for voksne";"Alle aktører";"Region Nord";"";"";"";"";".."
