Tidsperiode,Kvalitetsindikator,Måltall,Lokasjon,Verdi,Sektor,Nivå,QualityIndicatorID,LocationId
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Bergen HF,1052,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974724
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Bergen HF,996,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974724
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Fonna HF,545,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974694
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Fonna HF,494,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974694
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Førde HF,225,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974732
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Førde HF,206,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974732
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Møre og Romsdal HF,544,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,997005562
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Møre og Romsdal HF,585,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,997005562
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Nord-Trøndelag HF,91,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974791
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Nord-Trøndelag HF,124,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974791
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Stavanger HF,902,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974678
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Stavanger HF,478,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974678
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Sør-Øst Private,45,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,999999991
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Sør-Øst Private,40,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,999999991
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Vest Private,64,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,999999992
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Helse Vest Private,18,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,999999992
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Lovisenberg diakonale sykehus AS,426,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,965985166
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Lovisenberg diakonale sykehus AS,413,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,965985166
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Nordlandssykehuset HF,154,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974910
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Nordlandssykehuset HF,230,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974910
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Oslo universitetssykehus HF,464,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,993467049
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Oslo universitetssykehus HF,396,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,993467049
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,St. Olavs Hospital HF,337,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,883974832
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,St. Olavs Hospital HF,243,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,883974832
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Sykehuset i Vestfold HF,974,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983975259
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Sykehuset i Vestfold HF,1121,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983975259
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Sykehuset Innlandet HF,446,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983971709
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Sykehuset Innlandet HF,608,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983971709
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Sykehuset Telemark HF,439,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983975267
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Sykehuset Telemark HF,424,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983975267
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Sykehuset Østfold HF,497,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983971768
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Sykehuset Østfold HF,570,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983971768
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Sørlandet sykehus HF,791,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983975240
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Sørlandet sykehus HF,917,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983975240
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Universitetssykehuset Nord-Norge HF,264,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974899
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Universitetssykehuset Nord-Norge HF,172,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974899
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Vestre Viken HF,1075,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,894166762
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Antall pasienter som har blitt utredet innen anbefalt forløpstid,Vestre Viken HF,1153,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,894166762
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Akershus universitetssykehus HF,2319,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983971636
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Akershus universitetssykehus HF,2768,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983971636
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Diakonhjemmet sykehus AS,173,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,982791952
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Diakonhjemmet sykehus AS,275,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,982791952
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Finnmarkssykehuset HF,463,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974880
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Finnmarkssykehuset HF,405,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974880
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helgelandssykehuset HF,367,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974929
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helgelandssykehuset HF,341,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974929
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Bergen HF,1856,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974724
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Bergen HF,1940,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974724
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Fonna HF,915,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974694
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Fonna HF,957,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974694
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Førde HF,406,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974732
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Førde HF,421,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974732
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Møre og Romsdal HF,1335,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,997005562
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Møre og Romsdal HF,1206,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,997005562
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Nord-Trøndelag HF,387,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974791
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Nord-Trøndelag HF,445,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974791
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Stavanger HF,1405,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974678
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Stavanger HF,895,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974678
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Sør-Øst Private,46,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,999999991
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Sør-Øst Private,42,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,999999991
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Vest Private,160,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,999999992
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Helse Vest Private,65,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,999999992
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Lovisenberg diakonale sykehus AS,643,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,965985166
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Lovisenberg diakonale sykehus AS,672,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,965985166
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Nordlandssykehuset HF,345,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974910
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Nordlandssykehuset HF,468,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974910
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Oslo universitetssykehus HF,931,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,993467049
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Oslo universitetssykehus HF,982,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,993467049
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,St. Olavs Hospital HF,1179,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,883974832
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,St. Olavs Hospital HF,721,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,883974832
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Sykehuset i Vestfold HF,1416,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983975259
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Sykehuset i Vestfold HF,1497,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983975259
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Sykehuset Innlandet HF,780,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983971709
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Sykehuset Innlandet HF,991,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983971709
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Sykehuset Telemark HF,719,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983975267
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Sykehuset Telemark HF,802,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983975267
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Sykehuset Østfold HF,1038,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983971768
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Sykehuset Østfold HF,1198,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983971768
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Sørlandet sykehus HF,1304,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983975240
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Sørlandet sykehus HF,1480,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983975240
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Universitetssykehuset Nord-Norge HF,579,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974899
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Universitetssykehuset Nord-Norge HF,414,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,983974899
2021,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Vestre Viken HF,1993,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,894166762
2022,Forløpstid for utredning i psykisk helsevern barn og unge,Totalt antall pasienter som inngår i målingen,Vestre Viken HF,1965,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,328,894166762
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Akershus universitetssykehus HF,"67,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983971636
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Akershus universitetssykehus HF,"62,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983971636
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Diakonhjemmet sykehus AS,"94,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,982791952
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Diakonhjemmet sykehus AS,"94,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,982791952
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Finnmarkssykehuset HF,"67,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974880
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Finnmarkssykehuset HF,"65,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974880
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helgelandssykehuset HF,"68,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974929
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helgelandssykehuset HF,"65,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974929
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Bergen HF,"72,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974724
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Bergen HF,"72,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974724
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Fonna HF,"72,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974694
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Fonna HF,"70,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974694
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Førde HF,"77,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974732
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Førde HF,"65,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974732
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Midt-Norge Private,"86,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,999999993
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Møre og Romsdal HF,"65,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,997005562
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Møre og Romsdal HF,"60,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,997005562
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Nord Private,"100,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,999999994
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Nord Private,"100,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,999999994
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Nord-Trøndelag HF,"74,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974791
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Nord-Trøndelag HF,"70,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974791
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Stavanger HF,"76,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974678
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Stavanger HF,"73,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974678
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Sør-Øst Private,"88,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,999999991
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Sør-Øst Private,"89,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,999999991
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Vest Private,"58,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,999999992
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Helse Vest Private,"65,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,999999992
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Lovisenberg diakonale sykehus AS,"67,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,965985166
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Lovisenberg diakonale sykehus AS,"64,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,965985166
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,NKS Jæren Distriktspsykiatriske senter AS,"63,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,996380041
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,NKS Jæren Distriktspsykiatriske senter AS,"57,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,996380041
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,NKS Olaviken alderspsykiatriske sykehus AS,"90,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,987554401
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,NKS Olaviken alderspsykiatriske sykehus AS,"86,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,987554401
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Nordlandssykehuset HF,"68,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974910
2022,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Nordlandssykehuset HF,"70,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,983974910
2021,Forløpstid for utredning i psykisk helsevern for voksne,Andel pasienter som har blitt utredet innen anbefalt forløpstid,Oslo universitetssykehus HF,"69,0%",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,321,993467049
