Tidsperiode,Kvalitetsindikator,Måltall,Lokasjon,Verdi,Sektor,Nivå,QualityIndicatorID,LocationId
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,St. Olavs Hospital HF,13,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,883974832
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,St. Olavs Hospital HF,9,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,883974832
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,St. Olavs Hospital HF,16,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,883974832
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,St. Olavs Hospital HF,2,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,883974832
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset i Vestfold HF,0,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975259
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset i Vestfold HF,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975259
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset i Vestfold HF,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975259
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset i Vestfold HF,0,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975259
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset Innlandet HF,5,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971709
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset Innlandet HF,15,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971709
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset Innlandet HF,14,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971709
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset Innlandet HF,18,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971709
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset Telemark HF,2,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975267
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset Telemark HF,3,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975267
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset Telemark HF,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975267
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset Telemark HF,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975267
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset Østfold HF,"1,0",Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971768
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset Østfold HF,3,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971768
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset Østfold HF,22,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971768
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sykehuset Østfold HF,10,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971768
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sørlandet sykehus HF,17,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975240
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sørlandet sykehus HF,6,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975240
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sørlandet sykehus HF,2,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975240
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Sørlandet sykehus HF,12,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983975240
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Universitetssykehuset Nord-Norge HF,14,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974899
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Universitetssykehuset Nord-Norge HF,16,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974899
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Universitetssykehuset Nord-Norge HF,8,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974899
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Universitetssykehuset Nord-Norge HF,6,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974899
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Vestre Viken HF,22,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,894166762
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Vestre Viken HF,43,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,894166762
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Vestre Viken HF,27,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,894166762
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Antall brudd på vurderingsgarantien i TSB,Vestre Viken HF,19,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,894166762
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Akershus universitetssykehus HF,1261,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971636
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Akershus universitetssykehus HF,1550,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971636
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Akershus universitetssykehus HF,1573,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971636
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Akershus universitetssykehus HF,1514,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983971636
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Diakonhjemmet sykehus AS,326,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,982791952
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Diakonhjemmet sykehus AS,371,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,982791952
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Diakonhjemmet sykehus AS,340,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,982791952
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Diakonhjemmet sykehus AS,324,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,982791952
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Finnmarkssykehuset HF,187,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974880
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Finnmarkssykehuset HF,184,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974880
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Finnmarkssykehuset HF,188,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974880
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Finnmarkssykehuset HF,170,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974880
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helgelandssykehuset HF,149,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974929
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helgelandssykehuset HF,157,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974929
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helgelandssykehuset HF,184,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974929
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helgelandssykehuset HF,155,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974929
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Bergen HF,1018,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974724
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Bergen HF,1081,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974724
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Bergen HF,1177,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974724
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Bergen HF,1096,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974724
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Fonna HF,215,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974694
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Fonna HF,352,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974694
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Fonna HF,268,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974694
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Fonna HF,216,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974694
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Førde HF,132,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974732
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Førde HF,128,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974732
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Førde HF,116,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974732
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Førde HF,91,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974732
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Møre og Romsdal HF,582,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,997005562
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Møre og Romsdal HF,562,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,997005562
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Møre og Romsdal HF,613,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,997005562
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Møre og Romsdal HF,554,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,997005562
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Nord Private,94,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999994
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Nord Private,94,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999994
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Nord Private,121,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999994
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Nord Private,163,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999994
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Nord-Trøndelag HF,262,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974791
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Nord-Trøndelag HF,258,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974791
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Nord-Trøndelag HF,246,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974791
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Nord-Trøndelag HF,300,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974791
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Stavanger HF,260,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974678
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Stavanger HF,505,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974678
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Stavanger HF,565,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974678
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Stavanger HF,529,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,983974678
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Sør-Øst Private,903,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999991
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Sør-Øst Private,1039,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999991
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Sør-Øst Private,889,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999991
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Sør-Øst Private,842,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999991
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Vest Private,645,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999992
2022,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Vest Private,448,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999992
2023,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Vest Private,85,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999992
2024,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Helse Vest Private,62,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,999999992
2021,Brudd på vurderingsgarantien i tverrfaglig spesialisert rusbehandling,Totalt antall nyhenviste,Lovisenberg diakonale sykehus AS,447,Spesialisthelsetjenesten,Kommune/Helseforetak/Legevakt/Helsefellesskap,382,965985166
